,Name,Position,Team,Pass Yds,Pass TD,Pass INT,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Ret TD,Fumb TD,2PT,Fumb Lost,Points Total
963,Clive Walford,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
964,Delanie Walker,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
965,Michael Walker,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
966,PJ Walker,QB,CAR,-,-,-,-,-,-,-,-,-,-,-,,0.00
967,Austin Walter,RB,SF,-,-,-,-,-,-,-,-,-,-,-,,0.00
968,JoJo Ward,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
969,Jonathan Ward,RB,ARI,-,-,-,-,-,-,-,-,-,-,-,,0.00
970,Aca'Cedric Ware,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
971,Mike Warren,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
972,DeAndre Washington,RB,MIA,-,-,-,-,-,-,-,-,-,-,-,,0.00
973,Scotty Washington,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
974,Quez Watkins,WR,PHI,-,-,-,-,-,-,-,-,-,-,-,,0.00
975,Benjamin Watson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
976,Justin Watson,WR,TB,-,-,-,-,-,-,-,-,-,-,-,,0.00
977,Derek Watt,RB,PIT,-,-,-,-,-,-,-,-,-,-,-,,0.00
978,Jester Weah,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
979,Davis Webb,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
980,Joe Webb,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
981,Ralph Webb,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
982,Mike Weber,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
983,Elijah Wellman,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
984,David Wells,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
985,Trevon Wesco,TE,NYJ,-,-,-,-,-,-,-,-,-,-,-,,0.00
986,Alex Wesley,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
987,Antoine Wesley,WR,BAL,-,-,-,-,-,-,-,-,-,-,-,,0.00
988,Dede Westbrook,WR,JAX,-,-,-,-,-,-,-,-,-,-,-,,0.00
989,Nick Westbrook,WR,TEN,-,-,-,-,-,-,-,-,-,-,-,,0.00
990,Devwah Whaley,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
991,Cody White,WR,PIT,-,-,-,-,-,-,-,-,-,-,-,,0.00
992,DeAndrew White,WR,BAL,-,-,-,-,-,-,-,-,-,-,-,,0.00
993,Kevin White,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
994,Mike White,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
995,Reggie White,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
996,Tim White,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
997,Isaac Whitney,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
998,Kerrith Whyte,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
999,Cole Wick,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1000,Nate Wieting,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1001,Mitchell Wilcox,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1002,Kristian Wilkerson,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1003,Manny Wilkins,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1004,Chad Williams,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1005,Damien Williams,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1006,Dexter Williams,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1007,Duke Williams,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1008,Maxx Williams,TE,ARI,-,-,-,-,-,-,-,-,-,-,-,,0.00
1009,Preston Williams,WR,MIA,-,-,-,-,-,-,-,-,-,-,-,,0.00
1010,Trayveon Williams,RB,CIN,-,-,-,-,-,-,-,-,-,-,-,,0.00
1011,Ty'Son Williams,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1012,Tyrell Williams,WR,LV,-,-,-,-,-,-,-,-,-,-,-,,0.00
1013,Damion Willis,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1014,Albert Wilson,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1015,Caleb Wilson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1016,Ced Wilson,WR,DAL,-,-,-,-,-,-,-,-,-,-,-,,0.00
1017,Shaun Wilson,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1018,Juwann Winfree,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1019,Easop Winston,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1020,Jameis Winston,QB,NO,-,-,-,-,-,-,-,-,-,-,-,,0.00
1021,Eli Wolf,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1022,Ethan Wolf,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1023,John Wolford,QB,LAR,-,-,-,-,-,-,-,-,-,-,-,,0.00
1024,Dom Wood-Anderson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1025,Josh Woodrum,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1026,Logan Woodside,QB,TEN,-,-,-,-,-,-,-,-,-,-,-,,0.00
1027,Jarius Wright,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1028,Terry Wright,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1029,Deon Yelder,TE,KC,-,-,-,-,-,-,-,-,-,-,-,,0.00
1030,TJ Yeldon,RB,BUF,-,-,-,-,-,-,-,-,-,-,-,,0.00
1031,Olamide Zaccheaus,WR,ATL,-,-,-,-,-,-,-,-,-,-,-,,0.00
1032,Isaiah Zuber,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1033,Brandon Zylstra,WR,CAR,-,-,-,-,-,-,-,-,-,-,-,,0.00
